nombre|stock|precio|marca|link|hora|fecha
Alimento para Gato Gati Pollo, Zanahoria y Espinaca 1 Kg.|6|178.10|GATI|https://diaonline.supermercadosdia.com.ar/alimento-para-gato-gati-pollo-zanahoria-y-espinaca-1-kg-273875/p|01:25:03|2022-03-20
Piedritas Sanitarias DIA 2 Kg.|24|269.99|DIA|https://diaonline.supermercadosdia.com.ar/piedritas-sanitarias-dia-2-kg-148397/p|01:25:03|2022-03-20
Alimento para Gatos DIA Pescado 500 Gr.|55|145.00|DIA|https://diaonline.supermercadosdia.com.ar/alimento-para-gatos-dia-pescado-500-gr-69692/p|01:25:03|2022-03-20
Alimento para Perros Dogui Cachorro con Carne, Pollo, Cereales, Vegetales y Leche 1,5 Kg.|20|431.34|ARTESANAL|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dogui-cachorro-con-carne-pollo-cereales-vegetales-y-leche-15-kg-278722/p|01:25:03|2022-03-20
Alimento para Perros Dogui Pollo con Vegetales 1,5 Kg.|12|189.10|ARTESANAL|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dogui-pollo-con-vegetales-15-kg-270257/p|01:25:03|2022-03-20
Alimento para Gatos Cat Chow Adultos Pescado 500 Gr.|16|266.51|CAT CHOW|https://diaonline.supermercadosdia.com.ar/alimento-para-gatos-cat-chow-adultos-pescado-500-gr-104374/p|01:25:03|2022-03-20
Alimento para Perros DIA Adultos Carne 3 Kg.|11|475.00|DIA|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dia-adultos-carne-3-kg-69640/p|01:25:03|2022-03-20
Alimento Seco para Gatos Gati Salmón y Pollo 500 Gr.|15|229.35|GATI|https://diaonline.supermercadosdia.com.ar/alimento-seco-para-gatos-gati-salmon-y-pollo-500-gr-282738/p|01:25:03|2022-03-20
Alimento Seco para Gatos Purina One Gatitos Pollo y Carne 500 Gr.|14|434.91|PURINA ONE|https://diaonline.supermercadosdia.com.ar/alimento-seco-para-gatos-purina-one-gatitos-pollo-y-carne-500-gr-277853/p|01:25:03|2022-03-20
Alimento para Gatos Cat Chow Mariscos y Pescado 1 Kg.|13|454.00|CAT CHOW|https://diaonline.supermercadosdia.com.ar/alimento-para-gatos-cat-chow-mariscos-y-pescado-1-kg-270253/p|01:25:03|2022-03-20
Alimento para Perros DIA Adultos Carne 1,3 Kg.|26|220.00|DIA|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dia-adultos-carne-13-kg-119305/p|01:25:03|2022-03-20
Alimento Seco para Gatos Cat Chow Adultos Carne y Pollo 500 Gr.|24|351.20|CAT CHOW|https://diaonline.supermercadosdia.com.ar/alimento-seco-para-gatos-cat-chow-adultos-carne-y-pollo-500-gr-282811/p|01:25:03|2022-03-20
Alimento Seco para Gatos Gati Salmón y Pollo 3 Kg.|8|993.32|GATI|https://diaonline.supermercadosdia.com.ar/alimento-seco-para-gatos-gati-salmon-y-pollo-3-kg-282739/p|01:25:03|2022-03-20
Alimento para Perros Dogui Cachorro con Carne, Pollo, Cereales, Vegetales y Leche 3 Kg.|8|775.88|ARTESANAL|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dogui-cachorro-con-carne-pollo-cereales-vegetales-y-leche-3-kg-278724/p|01:25:03|2022-03-20
Alimento para Perros Dogui con Carne, Pollo, Cereales y Vegetales 1,5 Kg.|11|392.00|ARTESANAL|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dogui-con-carne-pollo-cereales-y-vegetales-15-kg-278721/p|01:25:03|2022-03-20
Alimento para Perros Dogui con Carne, Pollo, Cereales y Vegetales 8 Kg.|3|1.673.06|ARTESANAL|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dogui-con-carne-pollo-cereales-y-vegetales-8-kg-278719/p|01:25:03|2022-03-20
Alimento para Perros Dog Chow Control de Peso Adultos 1,5 Kg.|2|360.00|DOG CHOW|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dog-chow-control-de-peso-adultos-15-kg-274871/p|01:25:03|2022-03-20
Alimento para Perros Dog Chow Adultos sin colorantes Pollo y Carne 3 Kg.|2|640.00|DOG CHOW|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dog-chow-adultos-sin-colorantes-pollo-y-carne-3-kg-273376/p|01:25:03|2022-03-20
Alimento para Gatos Cat Chow 1 - 12 meses 500 Gr.|11|228.14|CAT CHOW|https://diaonline.supermercadosdia.com.ar/alimento-para-gatos-cat-chow-1--12-meses-500-gr-236978/p|01:25:03|2022-03-20
Alimento para Perros DIA Adultos Carne 8 Kg.|7|1.230.00|DIA|https://diaonline.supermercadosdia.com.ar/alimento-para-perros-dia-adultos-carne-8-kg-69690/p|01:25:03|2022-03-20
Aquamed Test De Ph|7|760.00|BULLDOG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aquamed-test-de-ph-722180/p|01:25:03|2022-03-20
Aquamed Punto Blanco|2|730.00|BULLDOG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aquamed-punto-blanco-722179/p|01:25:03|2022-03-20
Aquamed Clarificador De Agua|6|710.00|BULLDOG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aquamed-clarificador-de-agua-722175/p|01:25:03|2022-03-20
Aquamed Cicatrizante|1|285.00|BULLDOG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aquamed-cicatrizante-722174/p|01:25:03|2022-03-20
Barra Nutritiva Prix Para Perro|173|170.00|Prix       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/barra-nutritiva-prix-para-perro-722165/p|01:25:03|2022-03-20
Paños Sanitarios Pañopet Max Compact|8|1.820.00|GO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/paños-sanitarios-pañopet-max-compact-722155/p|01:25:03|2022-03-20
Paños Sanitarios Pañopet Mini Compact|7|780.00|GO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/paños-sanitarios-pañopet-mini-compact-722154/p|01:25:03|2022-03-20
Juguete Para Gato Gigwi Pet Droid Feather Hider|3|5.770.00|Gigwi       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-para-gato-gigwi-pet-droid-feather-hider-722148/p|01:25:03|2022-03-20
Juguete Para Gato Gigwi Pet Droid Feather Spinner|5|4.900.00|Gigwi       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-para-gato-gigwi-pet-droid-feather-spinner-722147/p|01:25:03|2022-03-20
Cama Los Diseños De Lola Toy Gabardina|2|8.350.00|PRACTICAL       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cama-los-diseños-de-lola-toy-gabardina-722139/p|01:25:03|2022-03-20
Cuenco Alya Para Perro Y Gato De Ceramica|3|2.450.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cuenco-alya-para-perro-y-gato-de-ceramica-722129/p|01:25:03|2022-03-20
Conexiones Para Tubos Para Jaulas De Hamster|33|390.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/conexiones-para-tubos-para-jaulas-de-hamster-722126/p|01:25:03|2022-03-20
Hamstera Criceti 9 Con Base Plastica Y Rejas|6|4.910.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/hamstera-criceti-9-con-base-plastica-y-rejas-722122/p|01:25:03|2022-03-20
Capsula De Inspección De Hamsters Acoplable|1|3.120.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/capsula-de-inspeccion-de-hamsters-acoplable-722121/p|01:25:03|2022-03-20
Hamstera Criceti 9 Con Decoracion De Princesa|7|5.800.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/hamstera-criceti-9-con-decoracion-de-princesa-722118/p|01:25:03|2022-03-20
Hamstera Criceti 9 Con Decoracion De Piratas|19|5.800.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/hamstera-criceti-9-con-decoracion-de-piratas-722117/p|01:25:03|2022-03-20
Juguete Interactivo Para Gatos Circulo Magico|2|4.550.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-interactivo-para-gatos-circulo-magico-722111/p|01:25:03|2022-03-20
Juguete Interactivo Para Gatos Typhon|2|5.200.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-interactivo-para-gatos-typhon-722109/p|01:25:03|2022-03-20
Pack De Orejas De Vaca Masticables Para Perro|27|1.010.00|Essentials       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pack-de-orejas-de-vaca-masticables-para-perro-722094/p|01:25:03|2022-03-20
Oreja De Vaca Masticable Para Perro|1591|130.00|Essentials       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/oreja-de-vaca-masticable-para-perro-722090/p|01:25:03|2022-03-20
Marlo Sanitario Nelsoni Ranch Para Pequeños Mamiferos|41|1.090.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/marlo-sanitario-nelsoni-ranch-para-pequeños-mamiferos-722088/p|01:25:03|2022-03-20
Heno Seleccionado Nelsoni Ranch Pequeños Mamiferos|85|580.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/heno-seleccionado-nelsoni-ranch-pequeños-mamiferos-722085/p|01:25:03|2022-03-20
Cepillo Dental Doble Lazy Dog Para Perros|39|380.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cepillo-dental-doble-lazy-dog-para-perros-722074/p|01:25:03|2022-03-20
Spray Bucal Pet O Dent Para Perros Y Gatos|12|1.230.00|COLON (VINO)       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/spray-bucal-pet-o-dent-para-perros-y-gatos-722071/p|01:25:03|2022-03-20
Piedras Silicas Sanitarias Con Control PH|7|1.270.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/piedras-silicas-sanitarias-con-control-ph-722062/p|01:25:03|2022-03-20
Juguete Para Perros Kong Goodie Bone Extreme|2|4.920.00|CIMES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-para-perros-kong-goodie-bone-extreme-722055/p|01:25:03|2022-03-20
Juguete Para Perros Kong Puppy Ball Chico|4|3.140.00|CIMES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-para-perros-kong-puppy-ball-chico-722054/p|01:25:03|2022-03-20
Juguete Para Perros Kong Ball Extreme Chico|4|4.020.00|CIMES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-para-perros-kong-ball-extreme-chico-722053/p|01:25:03|2022-03-20
Bolso Transportador Poroto Cebra Con Ventana|4|8.270.00|Poroto       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/bolso-transportador-poroto-cebra-con-ventana-722024/p|01:25:03|2022-03-20
Pala Recolectora De Desechos Kupka Grande Para Cesped|2|1.840.00|Kupka       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pala-recolectora-de-desechos-kupka-grande-para-cesped-722018/p|01:25:03|2022-03-20
Pala Recolectora De Desechos Kupka Grande|27|1.840.00|Kupka       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pala-recolectora-de-desechos-kupka-grande-722017/p|01:25:03|2022-03-20
Pala Recolectora De Desechos Kupka Chica|44|630.00|Kupka       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pala-recolectora-de-desechos-kupka-chica-722016/p|01:25:03|2022-03-20
Pañales PañoPet Grande Para Perros|4|300.00|GO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pañales-pañopet-grande-para-perros-722013/p|01:25:03|2022-03-20
Pañales PañoPet Mediano Para Perros|9|300.00|GO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pañales-pañopet-mediano-para-perros-722012/p|01:25:03|2022-03-20
Plato Para Reptiles Vivicator Con Modo Vibratorio|1|1.080.00|Exo Terra       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/plato-para-reptiles-vivicator-con-modo-vibratorio-722002/p|01:25:03|2022-03-20
Roca Con Tuneles Con Iman Exo Terra Para Reptiles|1|1.620.00|Exo Terra       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/roca-con-tuneles-con-iman-exo-terra-para-reptiles-722000/p|01:25:03|2022-03-20
Collar De Polipropileno Hebilla Rectangular Reforzada|3|1.610.00|Pets Pro       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/collar-de-polipropileno-hebilla-rectangular-reforzada-721997/p|01:25:03|2022-03-20
Collar De Polipropileno Especial Con Hebilla Reforzada|8|1.340.00|Pets Pro       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/collar-de-polipropileno-especial-con-hebilla-reforzada-721996/p|01:25:03|2022-03-20
Correa De Polipropileno Reforzada|8|2.280.00|Pets Pro       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/correa-de-polipropileno-reforzada-721995/p|01:25:03|2022-03-20
Hamstera Olimpia Black|5|12.700.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/hamstera-olimpia-black-721992/p|01:25:03|2022-03-20
Hamstera Circus Fun Black|3|12.640.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/hamstera-circus-fun-black-721990/p|01:25:03|2022-03-20
Kit Ruedas Ferplast Para Atlas 50 Y 60|7|5.510.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/kit-ruedas-ferplast-para-atlas-50-y-60-721984/p|01:25:03|2022-03-20
Kit Ruedas Para Transportadora Atlas 70|3|8.650.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/kit-ruedas-para-transportadora-atlas-70-721983/p|01:25:03|2022-03-20
Alimento Para Aves Nelsoni Ranch Mijo|47|520.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-para-aves-nelsoni-ranch-mijo-721971/p|01:25:03|2022-03-20
Percha Mineral Pedicura Para Aves Medianas|176|910.00|Zootec       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/percha-mineral-pedicura-para-aves-medianas-721970/p|01:25:03|2022-03-20
Percha Mineral Pedicura Para Aves Pequeñas|160|850.00|Zootec       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/percha-mineral-pedicura-para-aves-pequeñas-721969/p|01:25:03|2022-03-20
Papel Para Pajareras Vision Mediano x2Unid.|42|360.00|Hagen       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/papel-para-pajareras-vision-mediano-x2unid--721963/p|01:25:03|2022-03-20
Papel Para Pajareras Vision Chico x2Unid.|60|310.00|Hagen       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/papel-para-pajareras-vision-chico-x2unid--721962/p|01:25:03|2022-03-20
Piedras Sanitarias Can Cat Silica Gel|13|1.270.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/piedras-sanitarias-can-cat-silica-gel-721961/p|01:25:03|2022-03-20
Juguete De Soga Con Nudo Y Pelota De Tenis|412|1.240.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-de-soga-con-nudo-y-pelota-de-tenis-721959/p|01:25:03|2022-03-20
Piedras Sanitarias Can Cat Silica Gel Limón|9|1.330.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/piedras-sanitarias-can-cat-silica-gel-limon-721947/p|01:25:03|2022-03-20
Semillas de Girasol para Aves Aves Nelsoni Ranch|1135|350.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/semillas-de-girasol-para-aves-aves-nelsoni-ranch-721920/p|01:25:03|2022-03-20
Alimento para Chinchillas Nelsoni Ranch|135|350.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-para-chinchillas-nelsoni-ranch-721919/p|01:25:03|2022-03-20
Mix para Loros Nelsoni Ranch|675|480.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/mix-para-loros-nelsoni-ranch-721918/p|01:25:03|2022-03-20
Alimento para Hamster Nelsoni Ranch Mix|17|340.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-para-hamster-nelsoni-ranch-mix-721917/p|01:25:03|2022-03-20
Alpiste para Aves Nelsoni Ranch|492|570.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alpiste-para-aves-nelsoni-ranch-721916/p|01:25:03|2022-03-20
Arena Sanitaria Gato Silica Power Mix Lavanda|1|4.690.00|Silica Power Mix       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/arena-sanitaria-gato-silica-power-mix-lavanda-721913/p|01:25:03|2022-03-20
Calentador Sumergible Marina 50W, 22 Cm|6|5.470.00|CONTRACARA       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/calentador-sumergible-marina-50w-22-cm-721912/p|01:25:03|2022-03-20
Moises Perro Poroto Jean y Algodón C/Vellón T2|1|6.650.00|Poroto       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/moises-perro-poroto-jean-y-algodon-c-vellon-t2-721911/p|01:25:03|2022-03-20
Colonia Perro Porta Lovely Pet|20|1.150.00|COLON (VINO)       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/colonia-perro-porta-lovely-pet-721904/p|01:25:03|2022-03-20
TetraMin Tropical Flakes Nutricion Balanceada|4|6.780.00|TetraMin       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/tetramin-tropical-flakes-nutricion-balanceada-721894/p|01:25:03|2022-03-20
Comedero Perro  Millex Acero Inoxidable Std 19 cm|47|560.00|DANTE ROBINO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/comedero-perro--millex-acero-inoxidable-std-19-cm-721886/p|01:25:03|2022-03-20
Rascador Gato CanCat verde 3 Niveles|3|14.520.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/rascador-gato-cancat-verde-3-niveles-721884/p|01:25:03|2022-03-20
Rascador Gato CanCat|10|7.650.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/rascador-gato-cancat-721878/p|01:25:03|2022-03-20
Comedero Automatico Perro Millex Break|23|3.380.00|DANTE ROBINO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/comedero-automatico-perro-millex-break-721872/p|01:25:03|2022-03-20
Paños CanCat De Entrenamiento Para Perros 60X60Cm|29|750.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/paños-cancat-de-entrenamiento-para-perros-60x60cm-721867/p|01:25:03|2022-03-20
Enjuague Osspret Para Perros|3|1.010.00|PARDES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/enjuague-osspret-para-perros-721864/p|01:25:03|2022-03-20
Litera Millex Esquinera|44|6.230.00|DANTE ROBINO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/litera-millex-esquinera-721852/p|01:25:03|2022-03-20
Cepillo Neumatico Doble Perro Millex|28|1.630.00|DANTE ROBINO       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cepillo-neumatico-doble-perro-millex-721850/p|01:25:03|2022-03-20
Alimento Peces Shulet Agua Fria Escamado|8|660.00|STARBERG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-peces-shulet-agua-fria-escamado-721845/p|01:25:03|2022-03-20
Alimento Peces Shulet Agua Tropical Escamado N° 3|8|1.540.00|STARBERG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-peces-shulet-agua-tropical-escamado-n°-3-721844/p|01:25:03|2022-03-20
LazyDog Juguete Hueso con Pelota|1|1.010.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/lazydog-juguete-hueso-con-pelota-721834/p|01:25:03|2022-03-20
Juguete Colgante Living World Para Aves|1|1.550.00|Living World       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/juguete-colgante-living-world-para-aves-721831/p|01:25:03|2022-03-20
Voraz Mix Adulto Carne-Pollo-Vegetales|32|1.900.00|Voraz       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/voraz-mix-adulto-carne-pollo-vegetales-721830/p|01:25:03|2022-03-20
Dogit Gumi Juguete Mastica y Limpia|6|1.160.00|MASTER COOK       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/dogit-gumi-juguete-mastica-y-limpia-721822/p|01:25:03|2022-03-20
Tetra Baby Shrimp Complemento Nutritivo|9|1.380.00|1888       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/tetra-baby-shrimp-complemento-nutritivo-721815/p|01:25:03|2022-03-20
Dingo Dental Munchy Stick 10 Unid 87Gr|20|560.00|MAISANA       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/dingo-dental-munchy-stick-10-unid-87gr-721814/p|01:25:03|2022-03-20
Dingo Dental Chico|20|940.00|MAISANA       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/dingo-dental-chico-721813/p|01:25:03|2022-03-20
Aquadine Difusora Cilíndrica|2|130.00|Aquadine       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aquadine-difusora-cilindrica-721809/p|01:25:03|2022-03-20
Aquapet Placa Biológica|7|180.00|Aquapet       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aquapet-placa-biologica-721808/p|01:25:03|2022-03-20
Tetra Cichlid Crisps Nutrición Balanceada Cíclidos|5|5.730.00|TetraFin       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/tetra-cichlid-crisps-nutricion-balanceada-ciclidos-721805/p|01:25:03|2022-03-20
Alimento para Tortugas Acuaticas Tetra Reptomin en Palitos|10|990.00|TetraFin       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-para-tortugas-acuaticas-tetra-reptomin-en-palitos-721804/p|01:25:03|2022-03-20
TetraFin Floating Variety Pellets Dieta Balanceada|4|1.200.00|TetraFin       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/tetrafin-floating-variety-pellets-dieta-balanceada-721801/p|01:25:03|2022-03-20
Aqua Med Anti-Hongos|7|730.00|BULLDOG       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/aqua-med-anti-hongos-721797/p|01:25:03|2022-03-20
Diseños De Lola Cocò de Piqué|1|9.220.00|PRACTICAL       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/diseños-de-lola-coco-de-pique-721793/p|01:25:03|2022-03-20
Alimento Mix Cobayos Nelsoni Ranch|163|320.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-mix-cobayos-nelsoni-ranch-721791/p|01:25:03|2022-03-20
Diseños De Lola Cama Dormilón|12|9.510.00|PRACTICAL       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/diseños-de-lola-cama-dormilon-721788/p|01:25:03|2022-03-20
Mix para Periquitos Nelsoni Ranch|73|470.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/mix-para-periquitos-nelsoni-ranch-721787/p|01:25:03|2022-03-20
Diseños De Lola Summer|5|12.360.00|PRACTICAL       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/diseños-de-lola-summer-721786/p|01:25:03|2022-03-20
Cama Los Diseños De Lola Yumi|3|13.890.00|PRACTICAL       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cama-los-diseños-de-lola-yumi-721779/p|01:25:03|2022-03-20
Alimento Para Aves Nelsoni Ranch Mix Silvestre|190|510.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/alimento-para-aves-nelsoni-ranch-mix-silvestre-721773/p|01:25:03|2022-03-20
Comedero Tolva Exterior Con Tapa Y Agarre Para Aves|217|410.00|Meadow Pet       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/comedero-tolva-exterior-con-tapa-y-agarre-para-aves-721769/p|01:25:03|2022-03-20
Rascador Para Gato (47 cm)|10|10.330.00|Pet CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/rascador-para-gato--47-cm--721768/p|01:25:03|2022-03-20
Bozal Canasta Lazy Dog|1|960.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/bozal-canasta-lazy-dog-721764/p|01:25:03|2022-03-20
Cepillo De Goma Le Salon Essentials|3|1.980.00|SALENTEIN       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cepillo-de-goma-le-salon-essentials-721759/p|01:25:03|2022-03-20
Cepillo Neumático Doble Lazy Dog|14|1.270.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cepillo-neumatico-doble-lazy-dog-721750/p|01:25:03|2022-03-20
Rastrillo De 20 Dientes Lazy Dog|2|760.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/rastrillo-de-20-dientes-lazy-dog-721749/p|01:25:03|2022-03-20
Comedero De Acero Inoxidable|305|1.480.00|Lazy Dog       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/comedero-de-acero-inoxidable-721745/p|01:25:03|2022-03-20
Marlo Nelsoni Ranch Para Gatos|645|380.00|Nelsoni Ranch       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/marlo-nelsoni-ranch-para-gatos-721743/p|01:25:03|2022-03-20
Loción Osspret Aroma Shara|26|1.120.00|PARDES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/locion-osspret-aroma-shara-721738/p|01:25:03|2022-03-20
Loción Osspret Aroma Mix Frutal|4|1.390.00|PARDES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/locion-osspret-aroma-mix-frutal-721737/p|01:25:03|2022-03-20
Loción Osspret Aroma Máximo|8|1.390.00|PARDES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/locion-osspret-aroma-maximo-721736/p|01:25:03|2022-03-20
Cortauñas Le Salon Essentials|11|1.870.00|Essentials       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/cortauñas-le-salon-essentials-721735/p|01:25:03|2022-03-20
Kong Xpressions Stick|1|2.760.00|CIMES       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/kong-xpressions-stick-721721/p|01:25:03|2022-03-20
Piedras Silica Cancat Family Pack|72|2.390.00|CanCat       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/piedras-silica-cancat-family-pack-721708/p|01:25:03|2022-03-20
Pala Nippy Scoop Gris|47|1.150.00|Ferplast       | VENDIDO POR: Puppis|https://diaonline.supermercadosdia.com.ar/pala-nippy-scoop-gris-721701/p|01:25:03|2022-03-20
